 
Timestamp CPU
2024-05-10 22:30:55
2024-05-10 22:30:56
2024-05-10 22:30:58
2024-05-10 22:30:59
2024-05-10 22:31:00
2024-05-10 22:32:48
2024-05-10 22:33:11
2024-05-10 22:34:16
2024-05-10 22:37:34
2024-05-10 22:37:36
2024-05-10 22:37:38
2024-05-10 22:37:39
2024-05-10 22:37:41
2024-05-10 22:45:29
2024-05-10 22:47:09
2024-05-10 22:47:10
2024-05-10 22:47:12
2024-05-10 22:47:13
2024-05-10 22:47:14
2024-05-10 22:47:49
2024-05-10 22:47:57
2024-05-10 23:02:54
2024-05-10 23:02:56
2024-05-10 23:02:57
2024-05-10 23:02:58
2024-05-10 23:02:59
2024-05-10 23:03:25
2024-05-10 23:04:43
2024-05-10 23:04:51
2024-05-10 23:05:32
2024-05-10 23:06:34
2024-05-10 23:07:19
2024-05-10 23:07:21
2024-05-10 23:07:22
2024-05-10 23:07:23
2024-05-10 23:07:24
2024-05-10 23:17:22
2024-05-10 23:18:21
2024-05-10 23:19:33
2024-05-10 23:19:34
2024-05-10 23:19:35
2024-05-10 23:19:37
2024-05-10 23:19:38
2024-05-10 23:20:35
2024-05-10 23:21:22
2024-05-10 23:21:23
2024-05-10 23:31:44
2024-05-10 23:31:45
2024-05-10 23:31:46
2024-05-10 23:31:48
2024-05-10 23:31:49
2024-05-10 23:32:21
2024-05-11 08:57:41
2024-05-11 08:57:46
2024-05-11 08:57:47
2024-05-11 08:57:49
2024-05-11 08:57:50
2024-05-11 08:57:51
2024-05-11 09:07:05
2024-05-11 09:07:10
2024-05-11 09:07:15
2024-05-11 09:07:20
2024-05-11 09:07:25
2024-05-11 09:23:30
2024-05-11 09:23:35
2024-05-11 09:23:46
2024-05-11 09:23:47
2024-05-11 09:23:48
2024-05-11 09:24:26
2024-05-11 09:24:28
2024-05-11 09:24:29
2024-05-11 09:25:11
2024-05-11 09:25:12
2024-05-11 09:25:13
2024-05-11 09:27:38
2024-05-11 09:27:39
2024-05-11 09:27:41
2024-05-11 09:28:02
2024-05-11 09:28:03
2024-05-11 09:28:04
2024-05-11 09:29:42
2024-05-11 09:29:43
2024-05-11 09:29:45
2024-05-11 09:30:51
2024-05-11 09:30:52
2024-05-11 09:30:53
2024-05-11 09:41:12
2024-05-11 09:41:13
2024-05-11 09:41:14
2024-05-11 09:41:42
2024-05-11 09:41:44
2024-05-11 09:41:45
2024-05-11 09:42:07
2024-05-11 12:07:55
2024-05-11 12:07:58
2024-05-11 12:08:00
2024-03-30 14:43:51
2024-03-30 14:45:15
2024-03-30 14:45:17
2024-03-30 14:46:33
2024-03-30 14:46:35
2024-03-30 14:47:20
2024-03-30 14:55:36
2024-03-30 14:58:37
2024-03-30 14:58:54
2024-03-30 14:59:57
2024-03-30 14:59:59
2024-03-30 15:02:04
2024-03-30 15:04:15
2024-03-30 15:05:05
2024-03-30 15:05:08
2024-03-30 15:05:28
2024-03-30 15:09:49
2024-03-30 15:11:11
2024-03-30 15:11:14
2024-03-30 15:12:04
2024-03-30 15:12:30
2024-03-30 15:12:51
2024-03-30 15:33:59
2024-03-30 15:34:29
2024-03-30 15:38:18
2024-03-30 15:38:48
2024-03-30 16:02:57
2024-04-01 09:19:37
2024-04-01 09:20:07
2024-04-15 09:09:55
2024-04-15 09:10:25
2024-04-15 09:58:06
2024-04-15 09:58:36
2024-04-22 09:48:14
2024-04-29 16:56:50
2024-04-29 16:56:55
2024-04-29 17:01:48
2024-04-29 17:01:53
2024-04-29 17:14:04
2024-04-29 17:14:09
2024-04-29 17:16:11
2024-04-29 17:16:16
2024-04-29 17:18:58
2024-04-29 17:18:59
2024-04-29 17:20:12
2024-04-29 17:20:13
2024-04-29 17:47:37
2024-04-29 17:47:39
2024-05-10 22:31:03
2024-05-10 22:31:04
2024-05-10 22:33:02
2024-05-10 22:37:44
2024-05-10 22:37:46
2024-05-10 22:47:17
2024-05-10 22:47:19
2024-05-10 23:06:54
2024-05-10 23:07:28
2024-05-10 23:07:29
2024-05-10 23:31:52
2024-05-10 23:31:53
2024-05-10 23:32:27
2024-05-11 08:57:54
2024-05-11 08:57:55
2024-05-11 09:25:16
2024-05-11 09:27:43
2024-05-11 09:28:06
2024-05-11 09:29:47
2024-05-11 09:30:56
2024-05-11 09:41:17
2024-05-11 09:41:48
2024-05-11 12:08:04
2024-03-30 15:37:02
2024-03-30 15:37:03
2024-03-30 15:41:21
2024-03-30 15:41:22
2024-04-01 09:22:42
2024-04-01 09:22:44
2024-04-29 17:19:05
2024-04-29 17:19:06
2024-04-29 17:20:18
2024-04-29 17:20:20
2024-04-29 17:47:45
2024-04-29 17:47:46
2024-05-10 22:03:05
2024-05-10 22:31:16
2024-05-10 22:37:51
2024-05-10 22:37:53
2024-05-10 22:47:24
2024-05-10 22:47:25
2024-05-10 23:06:58
2024-05-10 23:07:05
2024-05-10 23:07:34
2024-05-10 23:07:36
2024-05-10 23:20:40
2024-05-10 23:23:39
2024-05-10 23:23:57
2024-05-10 23:31:59
2024-05-10 23:32:00
2024-05-11 08:58:00
2024-05-11 08:58:01
2024-05-11 09:23:53
2024-05-11 09:24:33
2024-05-11 09:25:19
2024-05-11 09:27:46
2024-05-11 09:28:09
2024-05-11 09:29:50
2024-05-11 09:30:59
2024-05-11 09:41:20
2024-05-11 09:41:51
2024-05-11 12:08:10
2024-03-30 15:33:39
2024-03-30 15:33:49
2024-03-30 15:37:58
2024-03-30 15:38:08
2024-03-30 15:59:22
2024-03-30 15:59:39
2024-03-30 16:00:05
2024-03-30 16:02:37
2024-03-30 16:02:47
2024-03-30 16:03:32
2024-03-30 16:30:17
2024-04-01 09:19:17
2024-04-01 09:19:27
2024-04-15 09:09:35
2024-04-15 09:09:45
2024-04-15 09:57:46
2024-04-15 09:57:56
2024-04-22 09:47:54
2024-04-22 09:48:04
2024-04-29 16:56:40
2024-04-29 16:56:45
2024-04-29 16:58:44
2024-04-29 16:58:50
2024-04-29 17:01:38
2024-04-29 17:01:43
2024-04-29 17:06:27
2024-04-29 17:06:48
2024-04-29 17:06:53
2024-04-29 17:07:46
2024-04-29 17:07:51
2024-04-29 17:08:16
2024-04-29 17:08:21
2024-04-29 17:13:54
2024-04-29 17:13:59
2024-04-29 17:16:01
2024-04-29 17:16:06
2024-04-29 17:18:56
2024-04-29 17:18:57
2024-04-29 17:20:10
2024-04-29 17:20:11
2024-04-29 17:47:35
2024-04-29 17:47:36
2024-05-10 22:02:41
2024-05-10 22:31:01
2024-05-10 22:31:02
2024-05-10 22:32:52
2024-05-10 22:34:27
2024-05-10 22:37:42
2024-05-10 22:37:43
2024-05-10 22:47:15
2024-05-10 22:47:16
2024-05-10 22:47:53
2024-05-10 23:03:01
2024-05-10 23:03:29
2024-05-10 23:06:37
2024-05-10 23:07:26
2024-05-10 23:07:27
2024-05-10 23:18:48
2024-05-10 23:31:50
2024-05-10 23:31:51
2024-05-11 08:57:52
2024-05-11 08:57:53
2024-05-11 09:23:50
2024-05-11 09:24:30
2024-05-11 09:25:15
2024-05-11 09:27:42
2024-05-11 09:28:05
2024-05-11 09:29:46
2024-05-11 09:30:54
2024-05-11 09:41:16
2024-05-11 09:41:46
2024-05-11 12:08:02
2024-03-30 15:34:59
2024-03-30 15:36:01
2024-03-30 15:39:18
2024-03-30 15:40:19
2024-04-01 09:20:37
2024-04-01 09:21:40
2024-04-15 09:10:55
2024-04-15 09:59:06
2024-04-29 16:57:01
2024-04-29 16:58:02
2024-04-29 17:14:14
2024-04-29 17:16:21
2024-04-29 17:17:22
2024-04-29 17:19:00
2024-04-29 17:19:02
2024-04-29 17:20:14
2024-04-29 17:20:16
2024-04-29 17:47:40
2024-04-29 17:47:42
2024-05-10 22:02:53
2024-05-10 22:37:47
2024-05-10 22:37:49
2024-05-10 22:47:20
2024-05-10 22:47:22
2024-05-10 23:03:33
2024-05-10 23:06:45
2024-05-10 23:07:30
2024-05-10 23:07:32
2024-05-10 23:31:54
2024-05-10 23:31:57
2024-05-11 08:57:56
2024-05-11 08:57:58
2024-05-11 09:23:51
2024-05-11 09:24:31
2024-05-11 09:25:17
2024-05-11 09:27:44
2024-05-11 09:28:07
2024-05-11 09:29:48
2024-05-11 09:30:57
2024-05-11 09:41:18
2024-05-11 09:41:49
2024-05-11 12:08:07
 
Timestamp CPU
2024-03-30 14:25:18
2024-03-30 14:28:00
2024-03-30 14:28:54
2024-03-30 14:28:57
2024-03-30 14:43:51
2024-03-30 14:45:15
2024-03-30 14:45:17
2024-03-30 14:46:33
2024-03-30 14:46:34
2024-03-30 14:47:20
2024-03-30 14:55:36
2024-03-30 14:58:37
2024-03-30 14:58:54
2024-03-30 14:59:57
2024-03-30 14:59:59
2024-03-30 15:02:04
2024-03-30 15:04:14
2024-03-30 15:05:04
2024-03-30 15:05:07
2024-03-30 15:05:28
2024-03-30 15:09:48
2024-03-30 15:11:11
2024-03-30 15:11:14
2024-03-30 15:12:04
2024-03-30 15:12:29
2024-03-30 15:12:51
2024-03-30 15:23:52
2024-03-30 15:23:52
2024-03-30 15:23:52
2024-03-30 15:23:53
2024-03-30 15:23:53
2024-03-30 15:23:53
2024-03-30 15:23:53
2024-03-30 15:23:53
2024-03-30 15:23:54
2024-03-30 15:23:54
2024-03-30 15:23:54
2024-03-30 15:23:54
2024-03-30 15:23:54
2024-03-30 15:23:55
2024-03-30 15:23:55
2024-03-30 15:23:55
2024-03-30 15:23:55
2024-03-30 15:23:55
2024-03-30 15:23:56
2024-03-30 15:23:56
2024-03-30 15:23:56
2024-03-30 15:23:56
2024-03-30 15:23:56
2024-03-30 15:23:57
2024-03-30 15:23:57
2024-03-30 15:23:57
2024-03-30 15:23:57
2024-03-30 15:23:57
2024-03-30 15:23:58
2024-03-30 15:23:58
2024-03-30 15:23:58
2024-03-30 15:23:58
2024-03-30 15:23:58
2024-03-30 15:23:59
2024-03-30 15:23:59
2024-03-30 15:23:59
2024-03-30 15:23:59
2024-03-30 15:23:59
2024-03-30 15:24:00
2024-03-30 15:24:00
2024-03-30 15:24:00
2024-03-30 15:24:00
2024-03-30 15:24:00
2024-03-30 15:24:00
2024-03-30 15:24:01
2024-03-30 15:24:01
2024-03-30 15:24:01
2024-03-30 15:24:01
2024-03-30 15:24:01
2024-03-30 15:24:02
2024-03-30 15:24:02
2024-03-30 15:24:02
2024-03-30 15:24:02
2024-03-30 15:24:02
2024-03-30 15:24:03
2024-03-30 15:24:03
2024-03-30 15:24:03
2024-03-30 15:24:03
2024-03-30 15:24:03
2024-03-30 15:24:04
2024-03-30 15:24:04
2024-03-30 15:24:04
2024-03-30 15:24:04
2024-03-30 15:24:04
2024-03-30 15:24:05
2024-03-30 15:24:05
2024-03-30 15:24:05
2024-03-30 15:24:05
2024-03-30 15:24:05
2024-03-30 15:24:06
2024-03-30 15:24:06
2024-03-30 15:24:06
2024-03-30 15:24:06
2024-03-30 15:24:06
2024-03-30 15:24:07
2024-03-30 15:24:07
2024-03-30 15:24:07
2024-03-30 15:24:07
2024-03-30 15:24:07
2024-03-30 15:24:08
2024-03-30 15:24:08
2024-03-30 15:24:08
2024-03-30 15:24:08
2024-03-30 15:24:08
2024-03-30 15:24:08
2024-03-30 15:24:09
2024-03-30 15:24:09
2024-03-30 15:24:09
2024-03-30 15:24:09
2024-03-30 15:24:10
2024-03-30 15:24:10
2024-03-30 15:24:10
2024-03-30 15:24:10
2024-03-30 15:24:11
2024-03-30 15:24:11
2024-03-30 15:24:11
2024-03-30 15:24:11
2024-03-30 15:24:11
2024-03-30 15:24:12
2024-03-30 15:24:12
2024-03-30 15:24:12
2024-03-30 15:24:12
2024-03-30 15:24:12
2024-03-30 15:24:13
2024-03-30 15:24:13
2024-03-30 15:24:13
2024-03-30 15:24:13
2024-03-30 15:24:13
2024-03-30 15:24:14
2024-03-30 15:24:14
2024-03-30 15:24:14
2024-03-30 15:24:14
2024-03-30 15:24:14
2024-03-30 15:32:33
2024-03-30 15:32:34
2024-03-30 15:32:36
2024-03-30 15:32:37
2024-03-30 15:32:38
2024-03-30 15:33:33
2024-03-30 15:33:34
2024-03-30 15:33:36
2024-03-30 15:33:37
2024-03-30 15:33:38
2024-03-30 15:37:51
2024-03-30 15:37:53
2024-03-30 15:37:54
2024-03-30 15:37:55
2024-03-30 15:37:56
2024-03-30 15:59:16
2024-03-30 15:59:17
2024-03-30 15:59:18
2024-03-30 15:59:19
2024-03-30 15:59:21
2024-03-30 15:59:33
2024-03-30 15:59:34
2024-03-30 15:59:35
2024-03-30 15:59:36
2024-03-30 15:59:37
2024-03-30 15:59:59
2024-03-30 16:00:00
2024-03-30 16:00:02
2024-03-30 16:00:03
2024-03-30 16:00:04
2024-03-30 16:00:22
2024-03-30 16:00:23
2024-03-30 16:00:25
2024-03-30 16:00:59
2024-03-30 16:01:00
2024-03-30 16:01:27
2024-03-30 16:01:28
2024-03-30 16:01:29
2024-03-30 16:01:30
2024-03-30 16:01:47
2024-03-30 16:01:48
2024-03-30 16:01:49
2024-03-30 16:01:50
2024-03-30 16:02:31
2024-03-30 16:02:32
2024-03-30 16:02:33
2024-03-30 16:02:35
2024-03-30 16:02:36
2024-03-30 16:03:25
2024-03-30 16:03:27
2024-03-30 16:03:28
2024-03-30 16:03:29
2024-03-30 16:03:31
2024-03-30 16:04:20
2024-03-30 16:04:21
2024-03-30 16:04:23
2024-03-30 16:30:11
2024-03-30 16:30:12
2024-03-30 16:30:13
2024-03-30 16:30:15
2024-03-30 16:30:16
2024-03-30 16:40:18
2024-03-30 16:40:19
2024-04-01 09:19:10
2024-04-01 09:19:12
2024-04-01 09:19:13
2024-04-01 09:19:14
2024-04-01 09:19:15
2024-04-15 09:09:18
2024-04-15 09:09:21
2024-04-15 09:09:25
2024-04-15 09:09:28
2024-04-15 09:09:31
2024-04-15 09:57:39
2024-04-15 09:57:41
2024-04-15 09:57:42
2024-04-15 09:57:43
2024-04-15 09:57:45
2024-04-22 09:47:48
2024-04-22 09:47:49
2024-04-22 09:47:50
2024-04-22 09:47:51
2024-04-22 09:47:53
2024-04-29 16:56:34
2024-04-29 16:56:35
2024-04-29 16:56:36
2024-04-29 16:56:37
2024-04-29 16:56:39
2024-04-29 16:58:38
2024-04-29 16:58:39
2024-04-29 16:58:41
2024-04-29 16:58:42
2024-04-29 16:58:43
2024-04-29 17:01:37
2024-04-29 17:01:37
2024-04-29 17:01:37
2024-04-29 17:01:37
2024-04-29 17:01:37
2024-04-29 17:06:26
2024-04-29 17:06:26
2024-04-29 17:06:26
2024-04-29 17:06:27
2024-04-29 17:06:27
2024-04-29 17:06:46
2024-04-29 17:06:47
2024-04-29 17:06:47
2024-04-29 17:06:47
2024-04-29 17:06:48
2024-04-29 17:07:44
2024-04-29 17:07:45
2024-04-29 17:07:45
2024-04-29 17:07:45
2024-04-29 17:07:46
2024-04-29 17:08:14
2024-04-29 17:08:14
2024-04-29 17:08:15
2024-04-29 17:08:15
2024-04-29 17:08:15
2024-04-29 17:13:28
2024-04-29 17:13:33
2024-04-29 17:13:38
2024-04-29 17:13:43
2024-04-29 17:13:49
2024-04-29 17:15:34
2024-04-29 17:15:39
2024-04-29 17:15:45
2024-04-29 17:15:50
2024-04-29 17:15:55
2024-04-29 17:18:50
2024-04-29 17:18:51
2024-04-29 17:18:52
2024-04-29 17:18:53
2024-04-29 17:18:55
2024-04-29 17:20:03
2024-04-29 17:20:04
2024-04-29 17:20:06
2024-04-29 17:20:07
2024-04-29 17:20:08
2024-04-29 17:47:29
2024-04-29 17:47:30
2024-04-29 17:47:31
2024-04-29 17:47:32
2024-04-29 17:47:34
2024-05-10 21:57:31
2024-05-10 21:57:33
2024-05-10 21:57:34
2024-05-10 21:59:12
2024-05-10 21:59:25
2024-05-10 22:02:34
2024-05-10 22:29:02
2024-05-10 22:30:55
2024-05-10 22:30:56
2024-05-10 22:30:58
2024-05-10 22:30:59
2024-05-10 22:31:00
2024-05-10 22:32:48
2024-05-10 22:33:11
2024-05-10 22:34:16
2024-05-10 22:37:34
2024-05-10 22:37:36
2024-05-10 22:37:38
2024-05-10 22:37:39
2024-05-10 22:37:41
2024-05-10 22:45:29
2024-05-10 22:47:09
2024-05-10 22:47:10
2024-05-10 22:47:12
2024-05-10 22:47:13
2024-05-10 22:47:14
2024-05-10 22:47:49
2024-05-10 22:47:57
2024-05-10 23:02:54
2024-05-10 23:02:56
2024-05-10 23:02:57
2024-05-10 23:02:58
2024-05-10 23:02:59
2024-05-10 23:03:25
2024-05-10 23:04:43
2024-05-10 23:04:51
2024-05-10 23:05:32
2024-05-10 23:06:34
2024-05-10 23:07:19
2024-05-10 23:07:21
2024-05-10 23:07:22
2024-05-10 23:07:23
2024-05-10 23:07:24
2024-05-10 23:17:22
2024-05-10 23:18:21
2024-05-10 23:19:33
2024-05-10 23:19:34
2024-05-10 23:19:35
2024-05-10 23:19:37
2024-05-10 23:19:38
2024-05-10 23:20:35
2024-05-10 23:21:22
2024-05-10 23:21:23
2024-05-10 23:31:44
2024-05-10 23:31:45
2024-05-10 23:31:46
2024-05-10 23:31:48
2024-05-10 23:31:49
2024-05-10 23:32:21
2024-05-11 08:57:41
2024-05-11 08:57:46
2024-05-11 08:57:47
2024-05-11 08:57:49
2024-05-11 08:57:50
2024-05-11 08:57:51
2024-05-11 09:07:05
2024-05-11 09:07:10
2024-05-11 09:07:15
2024-05-11 09:07:20
2024-05-11 09:07:25
2024-05-11 09:23:30
2024-05-11 09:23:35
2024-05-11 09:23:46
2024-05-11 09:23:47
2024-05-11 09:23:48
2024-05-11 09:24:26
2024-05-11 09:24:28
2024-05-11 09:24:29
2024-05-11 09:25:11
2024-05-11 09:25:12
2024-05-11 09:25:13
2024-05-11 09:27:38
2024-05-11 09:27:39
2024-05-11 09:27:41
2024-05-11 09:28:02
2024-05-11 09:28:03
2024-05-11 09:28:04
2024-05-11 09:29:42
2024-05-11 09:29:43
2024-05-11 09:29:45
2024-05-11 09:30:51
2024-05-11 09:30:52
2024-05-11 09:30:53
2024-05-11 09:41:12
2024-05-11 09:41:13
2024-05-11 09:41:14
2024-05-11 09:41:42
2024-05-11 09:41:44
2024-05-11 09:41:45
2024-05-11 09:42:07
2024-05-11 12:07:55
2024-05-11 12:07:58
2024-05-11 12:08:00
2024-03-30 14:43:51
2024-03-30 14:45:15
2024-03-30 14:45:17
2024-03-30 14:46:33
2024-03-30 14:46:35
2024-03-30 14:47:20
2024-03-30 14:55:36
2024-03-30 14:58:37
2024-03-30 14:58:54
2024-03-30 14:59:57
2024-03-30 14:59:59
2024-03-30 15:02:04
2024-03-30 15:04:15
2024-03-30 15:05:05
2024-03-30 15:05:08
2024-03-30 15:05:28
2024-03-30 15:09:49
2024-03-30 15:11:11
2024-03-30 15:11:14
2024-03-30 15:12:04
2024-03-30 15:12:30
2024-03-30 15:12:51
2024-03-30 15:33:59
2024-03-30 15:34:29
2024-03-30 15:38:18
2024-03-30 15:38:48
2024-03-30 16:02:57
2024-04-01 09:19:37
2024-04-01 09:20:07
2024-04-15 09:09:55
2024-04-15 09:10:25
2024-04-15 09:58:06
2024-04-15 09:58:36
2024-04-22 09:48:14
2024-04-29 16:56:50
2024-04-29 16:56:55
2024-04-29 17:01:48
2024-04-29 17:01:53
2024-04-29 17:14:04
2024-04-29 17:14:09
2024-04-29 17:16:11
2024-04-29 17:16:16
2024-04-29 17:18:58
2024-04-29 17:18:59
2024-04-29 17:20:12
2024-04-29 17:20:13
2024-04-29 17:47:37
2024-04-29 17:47:39
2024-05-10 22:31:03
2024-05-10 22:31:04
2024-05-10 22:33:02
2024-05-10 22:37:44
2024-05-10 22:37:46
2024-05-10 22:47:17
2024-05-10 22:47:19
2024-05-10 23:06:54
2024-05-10 23:07:28
2024-05-10 23:07:29
2024-05-10 23:31:52
2024-05-10 23:31:53
2024-05-10 23:32:27
2024-05-11 08:57:54
2024-05-11 08:57:55
2024-05-11 09:25:16
2024-05-11 09:27:43
2024-05-11 09:28:06
2024-05-11 09:29:47
2024-05-11 09:30:56
2024-05-11 09:41:17
2024-05-11 09:41:48
2024-05-11 12:08:04
2024-03-30 15:37:02
2024-03-30 15:37:03
2024-03-30 15:41:21
2024-03-30 15:41:22
2024-04-01 09:22:42
2024-04-01 09:22:44
2024-04-29 17:19:05
2024-04-29 17:19:06
2024-04-29 17:20:18
